100,1.16 
2023-06-08,102900051004294,8.91 
2023-06-08,102900051010455,4.48 
2023-06-08,106949711300259,1.59 
2023-06-08,106971533450003,2.12 
2023-06-08,106972776821582,3.23 
2023-06-09,102900005115250,15.00 
2023-06-09,102900005115762,3.30 
2023-06-09,102900005115786,5.40 
2023-06-09,102900005115823,3.92 
2023-06-09,102900005115946,5.78 
2023-06-09,102900005115960,2.24 
2023-06-09,102900005116257,4.47 
2023-06-09,102900005116509,3.71 
2023-06-09,102900005116530,13.60 
2023-06-09,102900005116639,7.15 
2023-06-09,102900005116714,10.75 
2023-06-09,102900005116837,7.00 
2023-06-09,102900005116899,2.94 
2023-06-09,102900005118824,10.04 
2023-06-09,102900005118831,4.60 
2023-06-09,102900005119975,5.60 
2023-06-09,102900005125815,5.56 
2023-06-09,102900011000328,6.64 
2023-06-09,102900011001691,11.22 
2023-06-09,102900011007969,6.14 
2023-06-09,102900011008164,2.66 
2023-06-09,102900011009970,6.45 
2023-06-09,102900011016701,2.99 
2023-06-09,102900011022764,8.09 
2023-06-09,102900011023464,3.40 
2023-06-09,102900011030059,3.24 
2023-06-09,102900011030097,2.60 
2023-06-09,102900011030110,2.66 
2023-06-09,102900011031100,3.37 
2023-06-09,102900011031926,3.00 
2023-06-09,102900011032022,2.12 
2023-06-09,102900011032251,2.79 
2023-06-09,102900011032343,8.75 
2023-06-09,102900011032732,11.01 
2023-06-09,102900011032848,2.71 
2023-06-09,102900011033920,7.66 
2023-06-09,102900011034026,9.44 
2023-06-09,102900011034330,3.45 
2023-06-09,102900011035078,13.07 
2023-06-09,102900011035740,3.17 
2023-06-09,102900011036686,2.09 
2023-06-09,102900051000463,4.24 
2023-06-09,102900051000944,16.42 
2023-06-09,102900051004294,9.16 
2023-06-09,102900051010455,4.51 
2023-06-09,106949711300259,1.60 
2023-06-09,106971533450003,2.10 
2023-06-09,106972776821582,3.23 
2023-06-10,102900005115250,15.21 
2023-06-10,102900005115762,3.35 
2023-06-10,102900005115786,5.53 
2023-06-10,102900005115823,3.98 
2023-06-10,102900005115946,5.73 
2023-06-10,102900005115960,2.23 
2023-06-10,102900005116257,4.62 
2023-06-10,102900005116509,4.14 
2023-06-10,102900005116530,13.60 
2023-06-10,102900005116547,4.11 
2023-06-10,102900005116714,10.80 
2023-06-10,102900005116837,6.02 
2023-06-10,102900005116899,2.80 
2023-06-10,102900005116943,16.91 
2023-06-10,102900005118824,10.19 
2023-06-10,102900005118831,4.67 
2023-06-10,102900005119975,5.60 
2023-06-10,102900005125815,5.52 
2023-06-10,102900011000328,6.62 
2023-06-10,102900011001691,11.24 
2023-06-10,102900011007464,6.13 
2023-06-10,102900011007471,11.18 
2023-06-10,102900011007969,5.77 
2023-06-10,102900011008164,2.60 
2023-06-10,102900011008522,4.86 
2023-06-10,102900011009970,7.01 
2023-06-10,102900011013274,4.12 
2023-06-10,102900011016701,2.94 
2023-06-10,102900011022764,7.71 
2023-06-10,102900011023464,3.40 
2023-06-10,102900011030059,3.27 
2023-06-10,102900011030097,2.61 
2023-06-10,102900011030110,2.66 
2023-06-10,102900011031100,3.36 
2023-06-10,102900011031926,2.73 
2023-06-10,102900011032022,1.96 
2023-06-10,102900011032251,2.85 
2023-06-10,102900011032343,8.75 
2023-06-10,102900011032732,11.52 
2023-06-10,102900011032848,2.71 
2023-06-10,102900011033920,7.57 
2023-06-10,102900011034026,9.38 
2023-06-10,102900011034330,3.43 
2023-06-10,102900011035078,13.07 
2023-06-10,102900011035740,2.94 
2023-06-10,102900011036686,2.30 
2023-06-10,102900051000463,5.10 
2023-06-10,102900051000944,16.02 
2023-06-10,102900051004294,9.24 
2023-06-10,102900051010455,4.58 
2023-06-10,106949711300259,1.59 
2023-06-10,106971533450003,2.10 
2023-06-10,106972776821582,3.23 
2023-06-11,102900005115250,15.60 
2023-06-11,102900005115762,3.49 
2023-06-11,102900005115779,5.26 
2023-06-11,102900005115786,5.51 
2023-06-11,102900005115823,3.98 
2023-06-11,102900005115946,5.69 
2023-06-11,102900005115960,2.23 
2023-06-11,102900005116257,4.60 
2023-06-11,102900005116509,4.17 
2023-06-11,102900005116547,4.12 
2023-06-11,102900005116714,10.36 
2023-06-11,102900005116837,5.93 
2023-06-11,102900005116899,2.80 
2023-06-11,102900005116943,16.91 
2023-06-11,102900005118824,10.18 
2023-06-11,102900005118831,4.80 
2023-06-11,102900005119975,5.60 
2023-06-11,102900005125815,5.54 
2023-06-11,102900011000328,6.39 
2023-06-11,102900011001691,11.23 
2023-06-11,102900011007969,5.74 
2023-06-11,102900011008164,2.82 
2023-06-11,102900011008522,4.87 
2023-06-11,102900011009970,7.04 
2023-06-11,102900011013274,4.04 
2023-06-11,102900011016701,3.00 
2023-06-11,102900011022764,7.69 
2023-06-11,102900011023464,3.48 
2023-06-11,102900011030059,3.33 
2023-06-11,102900011030097,2.60 
2023-06-11,102900011030110,2.62 
2023-06-11,102900011031100,3.16 
2023-06-11,102900011031926,2.67 
2023-06-11,102900011032022,1.82 
2023-06-11,102900011032251,3.10 
2023-06-11,102900011032343,8.75 
2023-06-11,102900011032732,12.23 
2023-06-11,102900011032848,2.29 
2023-06-11,102900011033920,7.40 
2023-06-11,102900011034026,9.33 
2023-06-11,102900011034330,3.44 
2023-06-11,102900011034439,2.46 
2023-06-11,102900011035078,12.34 
2023-06-11,102900011035740,3.08 
2023-06-11,102900011036686,2.30 
2023-06-11,102900051000463,5.16 
2023-06-11,102900051000944,16.00 
2023-06-11,102900051004294,9.22 
2023-06-11,102900051010455,4.58 
2023-06-11,106949711300259,1.51 
2023-06-11,106971533450003,2.11 
2023-06-11,106972776821582,3.23 
2023-06-12,102900005115250,15.60 
2023-06-12,102900005115762,3.44 
2023-06-12,102900005115786,5.43 
2023-06-12,102900005115823,3.98 
2023-06-12,102900005115946,5.62 
2023-06-12,102900005115960,2.25 
2023-06-12,102900005116257,4.55 
2023-06-12,102900005116509,4.17 
2023-06-12,102900005116547,0.49 
2023-06-12,102900005116639,7.22 
2023-06-12,102900005116714,10.36 
2023-06-12,102900005116837,5.60 
2023-06-12,102900005116899,2.80 
2023-06-12,102900005116943,16.25 
2023-06-12,102900005118824,10.20 
2023-06-12,102900005118831,4.80 
2023-06-12,102900005119975,5.60 
2023-06-12,102900005125815,5.55 
2023-06-12,102900011000328,6.34 
2023-06-12,102900011001691,11.23 
2023-06-12,102900011007969,5.73 
2023-06-12,102900011008164,3.00 
2023-06-12,102900011008522,4.87 
2023-06-12,102900011013274,3.90 
2023-06-12,102900011016701,3.01 
2023-06-12,102900011022764,7.73 
2023-06-12,102900011023464,3.60 
2023-06-12,102900011030059,3.32 
2023-06-12,102900011030097,2.70 
2023-06-12,102900011030110,2.62 
2023-06-12,102900011031100,3.02 
2023-06-12,102900011031926,2.67 
2023-06-12,102900011032022,1.10 
2023-06-12,102900011032251,3.09 
2023-06-12,102900011032343,11.04 
2023-06-12,102900011032848,1.53 
2023-06-12,102900011033920,7.40 
2023-06-12,102900011034026,8.51 
2023-06-12,102900011034330,3.45 
2023-06-12,102900011034439,2.45 
2023-06-12,102900011035078,13.17 
2023-06-12,102900011035740,3.09 
2023-06-12,102900051000463,5.17 
2023-06-12,102900051000944,17.98 
2023-06-12,102900051004294,9.15 
2023-06-12,102900051010455,4.58 
2023-06-12,106949711300259,1.50 
2023-06-12,106971533450003,2.09 
2023-06-12,106972776821582,3.27 
2023-06-13,102900005115250,15.60 
2023-06-13,102900005115762,3.40 
2023-06-13,102900005115786,5.33 
2023-06-13,102900005115823,3.98 
2023-06-13,102900005115908,4.09 
2023-06-13,102900005115946,5.71 
2023-06-13,102900005115960,2.25 
2023-06-13,102900005116257,4.55 
2023-06-13,102900005116509,4.06 
2023-06-13,102900005116530,13.60 
2023-06-13,102900005116547,4.14 
2023-06-13,102900005116714,10.36 
2023-06-13,102900005116837,5.80 
2023-06-13,102900005116899,2.80 
2023-06-13,102900005116943,16.24 
2023-06-13,102900005118824,10.22 
2023-06-13,102900005118831,4.78 
2023-06-13,102900005119975,5.60 
2023-06-13,102900005125815,5.56 
2023-06-13,102900011000328,6.24 
2023-06-13,102900011001691,11.21 
2023-06-13,102900011007969,5.74 
2023-06-13,102900011008164,3.00 
2023-06-13,102900011008522,4.87 
2023-06-13,102900011009970,7.04 
2023-06-13,102900011013274,3.81 
2023-06-13,102900011016701,2.85 
2023-06-13,102900011022764,7.73 
2023-06-13,102900011023464,3.63 
2023-06-13,102900011030059,3.31 
2023-06-13,102900011030097,2.64 
2023-06-13,102900011030110,2.62 
2023-06-13,102900011031100,2.76 
2023-06-13,102900011031926,2.67 
2023-06-13,102900011032022,1.11 
2023-06-13,102900011032251,3.13 
2023-06-13,102900011032343,11.71 
2023-06-13,102900011032732,12.24 
2023-06-13,102900011032848,1.53 
2023-06-13,102900011033920,7.76 
2023-06-13,102900011034330,3.46 
2023-06-13,102900011035078,15.69 
2023-06-13,102900011035740,3.09 
2023-06-13,102900011036686,2.74 
2023-06-13,102900051000944,18.00 
2023-06-13,102900051004294,9.10 
2023-06-13,102900051010455,4.50 
2023-06-13,106949711300259,1.50 
2023-06-13,106971533450003,2.09 
2023-06-13,106972776821582,3.38 
2023-06-14,102900005115250,15.60 
2023-06-14,102900005115762,3.46 
2023-06-14,102900005115786,3.80 
2023-06-14,102900005115823,3.98 
2023-06-14,102900005115908,3.00 
2023-06-14,102900005115946,6.04 
2023-06-14,102900005115960,2.50 
2023-06-14,102900005116257,4.06 
2023-06-14,102900005116509,3.24 
2023-06-14,102900005116547,4.13 
2023-06-14,102900005116714,10.36 
2023-06-14,102900005116837,6.06 
2023-06-14,102900005116899,3.20 
2023-06-14,102900005116943,14.63 
2023-06-14,102900005118824,10.20 
2023-06-14,102900005118831,4.76 
2023-06-14,102900005119975,5.00 
2023-06-14,102900005125815,5.55 
2023-06-14,102900011000328,6.44 
2023-06-14,102900011007969,5.75 
2023-06-14,102900011008164,3.00 
2023-06-14,102900011008522,4.87 
2023-06-14,102900011009970,7.07 
2023-06-14,102900011013274,3.78 
2023-06-14,102900011016701,2.88 
2023-06-14,102900011022764,7.73 
2023-06-14,102900011023464,3.71 
2023-06-14,102900011030059,3.31 
2023-06-14,102900011030097,2.55 
2023-06-14,102900011030110,2.60 
2023-06-14,102900011031100,2.63 
2023-06-14,102900011031926,2.67 
2023-06-14,102900011032022,1.63 
2023-06-14,102900011032251,3.14 
2023-06-14,102900011032343,11.36 
2023-06-14,102900011032848,2.46 
2023-06-14,102900011033920,6.84 
2023-06-14,102900011034026,9.49 
2023-06-14,102900011034330,3.45 
2023-06-14,102900011034439,2.93 
2023-06-14,102900011035078,15.24 
2023-06-14,102900011035740,3.09 
2023-06-14,102900011036686,2.34 
2023-06-14,102900051000463,5.40 
2023-06-14,102900051000944,18.00 
2023-06-14,102900051004294,9.30 
2023-06-14,102900051010455,4.48 
2023-06-14,106949711300259,1.49 
2023-06-14,106971533450003,2.10 
2023-06-14,106972776821582,3.38 
2023-06-15,102900005115250,15.60 
2023-06-15,102900005115762,3.17 
2023-06-15,102900005115786,3.47 
2023-06-15,102900005115823,3.98 
2023-06-15,102900005115946,4.58 
2023-06-15,102900005115960,2.45 
2023-06-15,102900005116257,3.99 
2023-06-15,102900005116509,3.23 
2023-06-15,102900005116547,4.14 
2023-06-15,102900005116714,10.36 
2023-06-15,102900005116837,5.53 
2023-06-15,102900005116899,3.41 
2023-06-15,102900005116943,14.64 
2023-06-15,102900005118824,10.21 
2023-06-15,102900005118831,4.76 
2023-06-15,102900005119975,5.00 
2023-06-15,102900005125815,5.57 
2023-06-15,102900011000328,6.39 
2023-06-15,102900011001691,11.21 
2023-06-15,102900011007969,5.75 
2023-06-15,102900011008164,2.65 
2023-06-15,102900011008522,4.87 
2023-06-15,102900011009970,7.08 
2023-06-15,102900011016701,2.93 
2023-06-15,102900011022764,7.43 
2023-06-15,102900011023464,3.00 
2023-06-15,102900011030059,3.18 
2023-06-15,102900011030097,2.51 
2023-06-15,102900011030110,2.74 
2023-06-15,102900011031100,3.07 
2023-06-15,102900011031926,2.66 
2023-06-15,102900011032022,1.63 
2023-06-15,102900011032343,12.02 
2023-06-15,102900011032732,12.13 
2023-06-15,102900011032848,2.33 
2023-06-15,102900011033920,6.84 
2023-06-15,102900011034026,9.51 
2023-06-15,102900011034330,3.46 
2023-06-15,102900011034439,3.09 
2023-06-15,102900011035078,14.74 
2023-06-15,102900011035740,3.09 
2023-06-15,102900011036686,2.44 
2023-06-15,102900051000944,18.00 
2023-06-15,102900051004294,8.81 
2023-06-15,102900051010455,4.48 
2023-06-15,106949711300259,1.50 
2023-06-15,106971533450003,2.10 
2023-06-15,106972776821582,3.38 
2023-06-16,102900005115250,15.60 
2023-06-16,102900005115762,2.69 
2023-06-16,102900005115779,5.26 
2023-06-16,102900005115786,3.36 
2023-06-16,102900005115823,3.98 
2023-06-16,102900005115946,4.41 
2023-06-16,102900005115960,2.49 
2023-06-16,102900005116219,12.83 
2023-06-16,102900005116257,3.83 
2023-06-16,102900005116509,3.35 
2023-06-16,102900005116547,4.10 
2023-06-16,102900005116714,10.32 
2023-06-16,102900005116837,5.23 
2023-06-16,102900005116899,5.36 
2023-06-16,102900005118824,10.24 
2023-06-16,102900005118831,4.76 
2023-06-16,102900005119975,5.00 
2023-06-16,102900005125815,5.51 
2023-06-16,102900011000328,6.08 
2023-06-16,102900011001219,8.85 
2023-06-16,102900011001691,11.22 
2023-06-16,102900011007969,5.77 
2023-06-16,102900011008164,2.60 
2023-06-16,102900011008522,4.87 
2023-06-16,102900011009970,7.13 
2023-06-16,102900011016701,2.87 
2023-06-16,102900011022764,6.92 
2023-06-16,102900011023464,3.00 
2023-06-16,102900011030059,3.15 
2023-06-16,102900011030097,2.58 
2023-06-16,102900011030110,2.90 
2023-06-16,102900011031100,3.21 
2023-06-16,102900011031926,2.78 
2023-06-16,102900011032022,1.63 
2023-06-16,102900011032237,2.85 
2023-06-16,102900011032251,3.13 
2023-06-16,102900011032343,12.30 
2023-06-16,102900011032848,2.32 
2023-06-16,102900011033920,5.91 
2023-06-16,102900011034026,9.53 
2023-06-16,102900011034330,3.41 
2023-06-16,102900011034439,2.81 
2023-06-16,102900011035078,14.29 
2023-06-16,102900011035740,3.09 
2023-06-16,102900011036686,1.83 
2023-06-16,102900051000463,5.40 
2023-06-16,102900051000944,16.24 
2023-06-16,102900051004294,8.10 
2023-06-16,102900051010455,4.50 
2023-06-16,106949711300259,1.48 
2023-06-16,106971533450003,2.03 
2023-06-16,106972776821582,3.38 
2023-06-17,102900005115250,15.60 
2023-06-17,102900005115762,2.45 
2023-06-17,102900005115779,5.35 
2023-06-17,102900005115786,2.91 
2023-06-17,102900005115823,3.98 
2023-06-17,102900005115946,3.51 
2023-06-17,102900005115960,2.53 
2023-06-17,102900005116219,12.83 
2023-06-17,102900005116257,3.99 
2023-06-17,102900005116509,3.44 
2023-06-17,102900005116547,4.07 
2023-06-17,102900005116714,9.87 
2023-06-17,102900005116837,5.07 
2023-06-17,102900005116899,11.00 
2023-06-17,102900005118824,10.19 
2023-06-17,102900005118831,4.77 
2023-06-17,102900005119975,4.54 
2023-06-17,102900005125815,5.48 
2023-06-17,102900011000328,6.16 
2023-06-17,102900011001691,11.24 
2023-06-17,102900011007969,5.77 
2023-06-17,102900011008164,2.41 
2023-06-17,102900011008522,4.87 
2023-06-17,102900011009970,7.40 
2023-06-17,102900011016701,2.80 
2023-06-17,102900011022764,6.89 
2023-06-17,102900011023464,3.00 
2023-06-17,102900011030059,3.17 
2023-06-17,102900011030097,2.63 
2023-06-17,102900011030110,3.05 
2023-06-17,102900011031100,3.19 
2023-06-17,102900011031216,5.12 
2023-06-17,102900011031926,2.63 
2023-06-17,102900011032022,1.53 
2023-06-17,102900011032237,2.85 
2023-06-17,102900011032251,3.00 
2023-06-17,102900011032343,12.30 
2023-06-17,102900011032732,11.99 
2023-06-17,102900011032848,2.44 
2023-06-17,102900011033920,5.33 
2023-06-17,102900011034330,3.40 
2023-06-17,102900011034439,2.87 
2023-06-17,102900011035078,14.04 
2023-06-17,102900011036686,1.76 
2023-06-17,102900051000463,5.40 
2023-06-17,102900051004294,7.83 
2023-06-17,102900051010455,4.50 
2023-06-17,106949711300259,1.45 
2023-06-17,106971533450003,1.96 
2023-06-17,106972776821582,3.34 
2023-06-18,102900005115250,15.60 
2023-06-18,102900005115762,2.66 
2023-06-18,102900005115786,2.84 
2023-06-18,102900005115823,3.98 
2023-06-18,102900005115908,3.00 
2023-06-18,102900005115946,3.26 
2023-06-18,102900005115960,2.60 
2023-06-18,102900005116219,12.76 
2023-06-18,102900005116233,10.72 
2023-06-18,102900005116257,4.09 
2023-06-18,102900005116509,3.33 
2023-06-18,102900005116547,4.09 
2023-06-18,102900005116714,9.80 
2023-06-18,102900005116837,5.06 
2023-06-18,102900005116899,11.00 
2023-06-18,102900005116943,16.20 
2023-06-18,102900005118824,10.14 
2023-06-18,102900005118831,4.53 
2023-06-18,102900005119975,4.00 
2023-06-18,102900005125815,5.51 
2023-06-18,102900011000328,5.94 
2023-06-18,102900011001219,8.85 
2023-06-18,102900011007969,5.72 
2023-06-18,102900011008164,2.53 
2023-06-18,102900011008522,4.87 
2023-06-18,102900011009970,7.62 
2023-06-18,102900011016701,2.58 
2023-06-18,102900011022764,6.91 
2023-06-18,102900011023464,3.00 
2023-06-18,102900011030059,3.21 
2023-06-18,102900011030097,2.62 
2023-06-18,102900011030110,3.23 
2023-06-18,102900011031100,3.15 
2023-06-18,102900011031926,2.58 
2023-06-18,102900011032022,1.46 
2023-06-18,102900011032237,2.85 
2023-06-18,102900011032251,2.85 
2023-06-18,102900011032343,11.93 
2023-06-18,102900011032848,2.62 
2023-06-18,102900011033920,5.59 
2023-06-18,102900011034026,9.61 
2023-06-18,102900011034330,3.41 
2023-06-18,102900011034439,2.95 
2023-06-18,102900011035078,12.76 
2023-06-18,102900011036686,1.25 
2023-06-18,102900051000463,5.28 
2023-06-18,102900051000944,16.00 
2023-06-18,102900051004294,7.64 
2023-06-18,102900051010455,4.48 
2023-06-18,106949711300259,1.46 
2023-06-18,106971533450003,1.96 
2023-06-18,106972776821582,3.38 
2023-06-19,102900005115250,15.60 
2023-06-19,102900005115762,2.68 
2023-06-19,102900005115786,2.70 
2023-06-19,102900005115823,3.97 
2023-06-19,102900005115908,3.00 
2023-06-19,102900005115946,3.31 
2023-06-19,102900005115960,2.73 
2023-06-19,102900005116219,12.40 
2023-06-19,102900005116257,4.10 
2023-06-19,102900005116509,3.39 
2023-06-19,102900005116547,4.10 
2023-06-19,102900005116714,9.56 
2023-06-19,102900005116837,4.72 
2023-06-19,102900005116899,11.00 
2023-06-19,102900005118824,10.17 
2023-06-19,102900005118831,4.48 
2023-06-19,102900005119975,4.00 
2023-06-19,102900005125815,5.52 
2023-06-19,102900011000328,5.84 
2023-06-19,102900011001219,8.58 
2023-06-19,102900011001691,11.23 
2023-06-19,102900011007969,5.69 
2023-06-19,102900011008164,2.53 
2023-06-19,102900011009970,7.64 
2023-06-19,102900011016701,2.79 
2023-06-19,102900011022764,6.90 
2023-06-19,102900011023464,3.00 
2023-06-19,102900011026618,2.80 
2023-06-19,102900011030059,3.24 
2023-06-19,102900011030097,2.72 
2023-06-19,102900011030110,3.31 
2023-06-19,102900011031100,3.11 
2023-06-19,102900011031926,2.64 
2023-06-19,102900011032022,1.46 
2023-06-19,102900011032251,2.88 
2023-06-19,102900011032343,11.93 
2023-06-19,102900011032848,2.71 
2023-06-19,102900011033920,5.77 
2023-06-19,102900011034330,3.42 
2023-06-19,102900011034439,3.12 
2023-06-19,102900011035078,12.76 
2023-06-19,102900011035740,3.09 
2023-06-19,102900011036686,1.34 
2023-06-19,102900051000463,5.21 
2023-06-19,102900051000944,17.58 
2023-06-19,102900051004294,8.16 
2023-06-19,102900051010455,4.48 
2023-06-19,106949711300259,1.47 
2023-06-19,106971533450003,1.96 
2023-06-20,102900005115250,15.60 
2023-06-20,102900005115762,2.67 
2023-06-20,102900005115779,5.67 
2023-06-20,102900005115786,2.66 
2023-06-20,102900005115823,4.06 
2023-06-20,102900005115946,3.30 
2023-06-20,102900005115960,2.74 
2023-06-20,102900005116219,12.37 
2023-06-20,102900005116233,10.63 
2023-06-20,102900005116257,3.81 
2023-06-20,102900005116509,3.43 
2023-06-20,102900005116547,4.10 
2023-06-20,102900005116714,9.40 
2023-06-20,102900005116837,4.81 
2023-06-20,102900005116899,11.00 
2023-06-20,102900005118824,10.18 
2023-06-20,102900005118831,4.58 
2023-06-20,102900005119975,3.99 
2023-06-20,102900005125815,5.51 
2023-06-20,102900011000328,5.82 
2023-06-20,102900011001691,10.78 
2023-06-20,102900011006948,7.92 
2023-06-20,102900011007969,5.72 
2023-06-20,102900011008164,2.87 
2023-06-20,102900011008522,4.87 
2023-06-20,102900011009970,7.52 
2023-06-20,102900011016701,3.00 
2023-06-20,102900011022764,6.88 
2023-06-20,102900011023464,3.00 
2023-06-20,102900011030059,3.18 
2023-06-20,102900011030097,2.90 
2023-06-20,102900011030110,3.23 
2023-06-20,102900011031100,2.30 
2023-06-20,102900011031926,2.63 
2023-06-20,102900011032022,1.46 
2023-06-20,102900011032237,2.97 
2023-06-20,102900011032251,2.88 
2023-06-20,102900011032343,12.29 
2023-06-20,102900011032848,2.75 
2023-06-20,102900011033920,5.61 
2023-06-20,102900011034026,9.68 
2023-06-20,102900011034330,3.42 
2023-06-20,102900011034439,2.73 
2023-06-20,102900011035078,13.91 
2023-06-20,102900011035740,3.12 
2023-06-20,102900051000463,5.20 
2023-06-20,102900051000944,18.00 
2023-06-20,102900051004294,8.59 
2023-06-20,102900051010455,4.48 
2023-06-20,106949711300259,1.47 
2023-06-20,106971533450003,1.96 
2023-06-21,102900005115250,15.60 
2023-06-21,102900005115762,2.54 
2023-06-21,102900005115779,5.75 
2023-06-21,102900005115786,2.65 
2023-06-21,102900005115823,4.08 
2023-06-21,102900005115908,3.00 
2023-06-21,102900005115946,3.27 
2023-06-21,102900005115960,2.74 
2023-06-21,102900005116219,12.38 
2023-06-21,102900005116257,3.76 
2023-06-21,102900005116509,3.68 
2023-06-21,102900005116547,4.10 
2023-06-21,102900005116714,9.37 
2023-06-21,102900005116837,4.92 
2023-06-21,102900005116899,11.00 
2023-06-21,102900005118824,10.31 
2023-06-21,102900005118831,4.57 
2023-06-21,102900005119975,3.60 
2023-06-21,102900005125815,5.51 
2023-06-21,102900011000328,5.72 
2023-06-21,102900011001219,4.95 
2023-06-21,102900011001691,9.18 
2023-06-21,102900011007969,5.72 
2023-06-21,102900011008164,2.51 
2023-06-21,102900011009970,7.47 
2023-06-21,102900011016701,3.07 
2023-06-21,102900011022764,6.93 
2023-06-21,102900011023464,3.00 
2023-06-21,102900011026618,2.80 
2023-06-21,102900011030059,3.02 
2023-06-21,102900011030097,2.73 
2023-06-21,102900011030110,3.32 
2023-06-21,102900011031100,2.08 
2023-06-21,102900011031926,2.63 
2023-06-21,102900011032022,1.40 
2023-06-21,102900011032237,3.14 
2023-06-21,102900011032251,2.88 
2023-06-21,102900011032343,12.61 
2023-06-21,102900011032732,11.83 
2023-06-21,102900011032848,2.79 
2023-06-21,102900011033920,5.54 
2023-06-21,102900011033982,5.10 
2023-06-21,102900011034026,10.03 
2023-06-21,102900011034330,3.40 
2023-06-21,102900011034439,2.78 
2023-06-21,102900011035078,13.92 
2023-06-21,102900011035740,3.12 
2023-06-21,102900011036686,1.37 
2023-06-21,102900051000463,5.20 
2023-06-21,102900051000944,18.00 
2023-06-21,102900051004294,8.29 
2023-06-21,102900051010455,4.48 
2023-06-21,106949711300259,1.47 
2023-06-21,106971533450003,1.96 
2023-06-22,102900005115250,15.60 
2023-06-22,102900005115762,2.45 
2023-06-22,102900005115779,1.91 
2023-06-22,102900005115786,2.69 
2023-06-22,102900005115823,4.09 
2023-06-22,102900005115908,2.68 
2023-06-22,102900005115946,3.29 
2023-06-22,102900005115960,2.74 
2023-06-22,102900005116219,12.26 
2023-06-22,102900005116257,3.91 
2023-06-22,102900005116509,4.41 
2023-06-22,102900005116547,4.09 
2023-06-22,102900005116714,9.20 
2023-06-22,102900005116837,4.44 
2023-06-22,102900005116899,11.00 
2023-06-22,102900005118824,10.63 
2023-06-22,102900005118831,4.54 
2023-06-22,102900005119975,3.59 
2023-06-22,102900005125815,5.51 
2023-06-22,102900011000328,5.81 
2023-06-22,102900011001691,9.18 
2023-06-22,102900011007969,5.71 
2023-06-22,102900011008164,2.52 
2023-06-22,102900011008522,4.87 
2023-06-22,102900011009970,7.46 
2023-06-22,102900011016701,3.21 
2023-06-22,102900011022764,7.80 
2023-06-22,102900011023464,3.00 
2023-06-22,102900011026618,2.80 
2023-06-22,102900011030059,2.65 
2023-06-22,102900011030097,2.79 
2023-06-22,102900011030110,3.72 
2023-06-22,102900011031100,2.20 
2023-06-22,102900011031926,2.54 
2023-06-22,102900011032022,1.24 
2023-06-22,102900011032237,3.30 
2023-06-22,102900011032251,2.78 
2023-06-22,102900011032343,12.27 
2023-06-22,102900011032732,11.37 
2023-06-22,102900011032848,2.70 
2023-06-22,102900011033920,5.54 
2023-06-22,102900011033982,5.02 
2023-06-22,102900011034026,10.03 
2023-06-22,102900011034330,3.41 
2023-06-22,102900011034439,2.99 
2023-06-22,102900011035078,12.55 
2023-06-22,102900011035740,3.10 
2023-06-22,102900051000463,5.30 
2023-06-22,102900051000944,18.00 
2023-06-22,102900051004294,8.21 
2023-06-22,102900051010455,4.48 
2023-06-22,106949711300259,1.45 
2023-06-22,106971533450003,1.98 
2023-06-23,102900005115250,15.60 
2023-06-23,102900005115762,2.48 
2023-06-23,102900005115786,2.55 
2023-06-23,102900005115823,4.10 
2023-06-23,102900005115946,3.33 
2023-06-23,102900005115960,2.74 
2023-06-23,102900005116219,12.27 
2023-06-23,102900005116257,3.81 
2023-06-23,102900005116509,4.40 
2023-06-23,102900005116547,4.09 
2023-06-23,102900005116714,9.27 
2023-06-23,102900005116837,4.44 
2023-06-23,102900005116899,11.00 
2023-06-23,102900005116943,8.21 
2023-06-23,102900005118824,11.14 
2023-06-23,102900005118831,4.57 
2023-06-23,102900005119975,3.60 
2023-06-23,102900005125815,5.51 
2023-06-23,102900011000328,5.99 
2023-06-23,102900011001691,9.17 
2023-06-23,102900011006948,7.75 
2023-06-23,102900011007969,5.71 
2023-06-23,102900011008164,2.53 
2023-06-23,102900011008522,4.88 
2023-06-23,102900011009970,7.44 
2023-06-23,102900011016701,2.94 
2023-06-23,102900011022764,7.32 
2023-06-23,102900011023464,3.00 
2023-06-23,102900011030059,3.14 
2023-06-23,102900011030097,2.67 
2023-06-23,102900011030110,3.38 
2023-06-23,102900011031100,2.27 
2023-06-23,102900011032022,1.30 
2023-06-23,102900011032251,2.72 
2023-06-23,102900011032343,11.68 
2023-06-23,102900011032848,2.58 
2023-06-23,102900011033982,4.98 
2023-06-23,102900011034026,9.97 
2023-06-23,102900011034330,2.81 
2023-06-23,102900011035078,14.38 
2023-06-23,102900011035740,3.16 
2023-06-23,102900011036686,1.22 
2023-06-23,102900051000463,5.38 
2023-06-23,102900051000944,18.00 
2023-06-23,102900051004294,8.21 
2023-06-23,102900051010455,4.48 
2023-06-23,106949711300259,1.45 
2023-06-23,106971533450003,1.98 
2023-06-24,102900005115250,15.60 
2023-06-24,102900005115762,2.31 
2023-06-24,102900005115779,5.75 
2023-06-24,102900005115786,2.41 
2023-06-24,102900005115823,4.32 
2023-06-24,102900005115908,4.60 
2023-06-24,102900005115946,3.25 
2023-06-24,102900005115960,2.93 
2023-06-24,102900005116219,12.26 
2023-06-24,102900005116233,10.79 
2023-06-24,102900005116257,3.80 
2023-06-24,102900005116509,4.12 
2023-06-24,102900005116547,4.06 
